# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		21050		635.864259796
0.5		0.5		1.0		-1		21050		691.567601499
0.5		0.5		1.0		1		21050		673.128095013
0.5		0.5		1.0		2		21050		673.128095021
0.5		0.5		1.0		3		21050		730.815893004
0.5		0.5		1.0		4		21050		650.258202291
0.5		1.0		1.0		-1		21050		714.564491469
0.5		1.0		1.0		1		21050		692.041667511
0.5		1.0		1.0		2		21050		692.041667518
0.5		1.0		1.0		3		21050		763.793129541
0.5		1.0		1.0		4		21050		666.016331362
0.5		2.0		1.0		-1		21050		729.04516546
0.5		2.0		1.0		1		21050		703.578956788
0.5		2.0		1.0		2		21050		703.578956795
0.5		2.0		1.0		3		21050		785.345398386
0.5		2.0		1.0		4		21050		675.407512148
1.0		0.5		1.0		-1		21050		615.475427812
1.0		0.5		1.0		1		21050		601.73163022
1.0		0.5		1.0		2		21050		601.731630226
1.0		0.5		1.0		3		21050		644.160387637
1.0		0.5		1.0		4		21050		583.845318047
1.0		1.0		1.0		1		21050		618.582119627
1.0		1.0		1.0		2		21050		618.582119633
1.0		1.0		1.0		3		21050		673.128095021
1.0		1.0		1.0		4		21050		597.926078409
1.0		2.0		1.0		-1		21050		648.686075456
1.0		2.0		1.0		1		21050		628.847545498
1.0		2.0		1.0		2		21050		628.847545504
1.0		2.0		1.0		3		21050		692.041667518
1.0		2.0		1.0		4		21050		606.300229356
2.0		0.5		1.0		-1		21050		554.451655491
2.0		0.5		1.0		1		21050		544.048961306
2.0		0.5		1.0		2		21050		544.048961311
2.0		0.5		1.0		3		21050		575.903822598
2.0		0.5		1.0		4		21050		529.771651742
2.0		1.0		1.0		-1		21050		572.761101466
2.0		1.0		1.0		1		21050		559.241881807
2.0		1.0		1.0		2		21050		559.241881813
2.0		1.0		1.0		3		21050		601.731630226
2.0		1.0		1.0		4		21050		542.497617118
2.0		2.0		1.0		-1		21050		584.262859002
2.0		2.0		1.0		1		21050		568.487551256
2.0		2.0		1.0		2		21050		568.487551261
2.0		2.0		1.0		3		21050		618.582119633
2.0		2.0		1.0		4		21050		550.053012778
1.0		1.0		1.0		-1		21050		635.864259796
1.0		1.0		1.0		-1		21051		633.972374478
1.0		1.0		1.0		-1		21052		636.93730337
1.0		1.0		1.0		-1		21053		636.130765609
1.0		1.0		1.0		-1		21054		635.703894753
1.0		1.0		1.0		-1		21055		636.322934076
1.0		1.0		1.0		-1		21056		635.186952593
1.0		1.0		1.0		-1		21057		636.460121167
1.0		1.0		1.0		-1		21058		635.472286226
1.0		1.0		1.0		-1		21059		635.924133823
1.0		1.0		1.0		-1		21060		635.762542233
1.0		1.0		1.0		-1		21061		634.97321512
1.0		1.0		1.0		-1		21062		636.702391654
1.0		1.0		1.0		-1		21063		635.979828613
1.0		1.0		1.0		-1		21064		635.362805185
1.0		1.0		1.0		-1		21065		633.938883717
1.0		1.0		1.0		-1		21066		634.38012614
1.0		1.0		1.0		-1		21067		635.854653301
1.0		1.0		1.0		-1		21068		635.459920053
1.0		1.0		1.0		-1		21069		633.805861447
1.0		1.0		1.0		-1		21070		638.346435103
1.0		1.0		1.0		-1		21071		630.139270512
1.0		1.0		1.0		-1		21072		640.762772778
1.0		1.0		1.0		-1		21073		633.355387712
1.0		1.0		1.0		-1		21074		636.439537455
1.0		1.0		1.0		-1		21075		635.932602379
1.0		1.0		1.0		-1		21076		635.060305888
1.0		1.0		1.0		-1		21077		640.015345408
1.0		1.0		1.0		-1		21078		624.25821938
1.0		1.0		1.0		-1		21079		632.599257988
1.0		1.0		1.0		-1		21080		637.446861388
1.0		1.0		1.0		-1		21081		634.684785776
1.0		1.0		1.0		-1		21082		635.958036734
1.0		1.0		1.0		-1		21083		635.280287748
1.0		1.0		1.0		-1		21084		635.875291887
1.0		1.0		1.0		-1		21085		635.93126471
1.0		1.0		1.0		-1		21086		636.118609654
1.0		1.0		1.0		-1		21087		636.222232383
1.0		1.0		1.0		-1		21088		628.038071431
1.0		1.0		1.0		-1		21089		628.032576947
1.0		1.0		1.0		-1		21090		635.717955268

#***************************************************************************
#
# original cross-section: 635.864259796
#     scale variation: +14.7% -12.8%
#     central scheme variation: +5.86% -5.97%
# PDF variation: +0.696% -1.72%
#
# dynamical scheme # 1 : 618.582 +13.7% -12% # \sum ET
# dynamical scheme # 2 : 618.582 +13.7% -12% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 673.128 +16.7% -14.4% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 597.926 +13% -11.4% # \sqrt{\hat s}
#***************************************************************************
